image,question,answer
image2168,Where is this?,skin
image2168,"Does spinal fluid show squamous cell carcinoma, lip?",no
image2169,"Does metastatic carcinoma oat cell show meningococcemia, petechia?",no
image2169,"Does this image show meningococcemia, petechia?",yes
image2169,What does this image show?,meningococcemia
image2169,Where is this?,skin
image2170,How does this image show photo of face and neck?,with multiple nodular lesions consisting neoplastic plasma cells iga type 73yo man 
image2170,What does this image show?,photo of face and neck with multiple nodular lesions consisting of neoplastic plasma cells iga type 73yo man
image2170,Where is this?,skin
image2170,What is present?,multiple myeloma
image2171,What does this image show?,lesions well shown
image2171,Does this image show lesions well shown?,yes
image2171,What is present?,petechiae
image2171,Is petechiae present?,yes
image2171,Does mucinous cystadenocarcinoma show lesions well shown?,no
image2171,Where is this?,skin
image2171,Is this typical thecoma with yellow foci present?,no
image2172,Where is this?,skin
image2172,What does this image show?,small caliber
image2172,What is present?,bullet wound
image2173,What burn?,thermal
image2173,Where is this?,skin
image2173,Does hypersegmented neutrophil show thermal burn?,no
image2173,Does this image show thermal burn?,yes
image2173,What does this image show?,thermal burn
image2173,Do glomerulosa burn?,no
image2173,Do thermal burn?,yes
image2174,Where is this?,skin
image2174,"Does craniopharyngioma show skin, neurofibromatosis?",no
image2174,What does this image show?,skin
image2174,"Does this image show skin, neurofibromatosis?",yes
image2175,Does this image show thermal burn?,yes
image2175,What does this image show?,thermal burn
image2175,Do serous cystadenoma burn?,no
image2175,Do thermal burn?,yes
image2175,What burn?,thermal
image2175,Where is this?,skin
image2175,Does lymphoblastic lymphoma show thermal burn?,no
image2176,Where is this?,skin
image2176,What is present?,petechial and purpuric hemorrhages
image2176,How does this image show rather close-up view of typical skin hemorrhages case of acute myelogenous leukemia?,with terminal candida infection 
image2176,What does this image show?,rather close-up view of typical skin hemorrhages case of acute myelogenous leukemia with terminal candida infection
image2177,What does necrotic appearing centers look?,like pyoderma gangrenosum
image2177,What does this image show?,external view of knee at autopsy ecchymoses with necrotic appearing centers looks like pyoderma gangrenosum
image2177,What ecchymoses with necrotic appearing centers looks like pyoderma gangrenosum?,external view of knee at autopsy
image2177,Does necrotic appearing centers look like pyoderma gangrenosum?,yes
image2177,Where is this?,skin
image2177,What looks like pyoderma gangrenosum?,necrotic appearing centers
image2178,Where is this?,skin
image2178,What does this image show?,multiple nodular lesions infiltrating neoplastic plasma cells
image2178,Is multiple myeloma present?,yes
image2178,What is present?,multiple myeloma
image2178,Does this image show multiple nodular lesions infiltrating neoplastic plasma cells?,yes
image2179,What does this image show?,skin
image2179,Does close-up show skin?,no
image2179,"What spotted fever, morbilliform rash?",rocky mountain
image2179,What is rocky mountain spotted?,fever
image2179,"Is rocky mountain spotted fever, morbilliform rash?",yes
image2179,"Is anencephaly and bilateral cleft palate spotted fever, morbilliform rash?",no
image2179,Where is this?,skin
image2179,Does this image show skin?,yes
image2180,Where is this?,skin
image2180,Is ulcer present?,no
image2180,Is petechiae present?,yes
image2180,What is present?,petechiae
image2180,Does this image show good close-up of lesions?,yes
image2180,What does this image show?,good close-up of lesions
image2180,Does excellent example show good close-up of lesions?,no
image2181,What does this image show?,but not good color many petechial and purpuric hemorrhages case of stcell leukemia
image2181,Does this image show but not good color many petechial and purpuric hemorrhages case of stcell leukemia?,yes
image2181,Where is this?,skin
image2182,What is present?,contusion and abrasion focus
image2182,Is contusion and abrasion focus present?,yes
image2182,Where is this?,skin
image2182,How is not the best color white mane with nicely shown lesion about  shoulder ?,right
image2183,Where is this?,skin
image2183,Does normal ovary show neurofibromatosis-cafe-au-lait pigmentation?,no
image2183,Does this image show neurofibromatosis-cafe-au-lait pigmentation?,yes
image2183,What does this image show?,neurofibromatosis-cafe-au-lait pigmentation
image2184,Does this image show neurofibromatosis?,yes
image2184,Where is this?,skin
image2184,Does malformed base show neurofibromatosis?,no
image2184,What does this image show?,neurofibromatosis
image2185,What does necrotic and ulcerated centers look?,like pyoderma gangrenosum
image2185,Where is this?,skin
image2185,What does this image show?,view of knee at autopsy ecchymoses with necrotic and ulcerated centers looks like pyoderma gangrenosum
image2185,What ecchymoses with necrotic and ulcerated centers looks like pyoderma gangrenosum?,view of knee at autopsy
image2185,What looks like pyoderma gangrenosum?,necrotic and ulcerated centers
image2186,Where is this?,skin
image2186,Is Ecchymosis present?,yes
image2186,What is present?,Ecchymosis
image2186,Does this image show lesion on forearm?,yes
image2186,What does this image show?,lesion on forearm
image2187,What is present?,toxic epidermal necrolysis
image2187,Is toxic epidermal necrolysis present?,yes
image2187,Is large gland present?,no
image2187,Where is this?,skin
image2188,Where is this?,skin
image2188,What does this image show?,skin
image2188,"Does this image show skin, kaposis 's sarcoma?",yes
image2188,"Does micrognathia triploid fetus show skin, kaposis 's sarcoma?",no
image2189,How is view of face showing  edema ?,grotesque
image2189,Where is this?,skin
image2189,What showing grotesque edema?,view of face
image2189,What is view of face showing?,grotesque edema
image2189,Is view of face showing grotesque edema?,yes
image2189,What does this image show?,burn case with view of face showing grotesque edema
image2189,Does this image show burn case with view of face showing grotesque edema?,yes
image2189,What is present?,edema due to disseminated intravascular coagulation
image2189,Is edema due to disseminated intravascular coagulation present?,yes
image2190,Where is this?,skin
image2190,Does omphalocele show neurofibromatosis-macroglossi?,no
image2190,Does this image show neurofibromatosis-macroglossi?,yes
image2190,What does this image show?,neurofibromatosis-macroglossi
image2191,What does this image show?,bacterial dematitis at site of skin biopsy
image2191,Does glioma show bacterial dematitis at site of skin biopsy?,no
image2191,Does this image show bacterial dematitis at site of skin biopsy?,yes
image2191,Where is this?,skin
image2192,"Does neuronophagia show skin ulceration and necrosis, disseminated intravascular coagulation due to acetaminophen toxicity?",no
image2192,Where is this?,skin
image2192,"Does this image show skin ulceration and necrosis, disseminated intravascular coagulation due to acetaminophen toxicity?",yes
image2192,"Why does this image show skin ulceration and necrosis, disseminated intravascular coagulation?",due to acetaminophen toxicity
image2192,What does this image show?,skin ulceration and necrosis
image2193,What does this image show?,skin
image2193,"Does this image show skin, kaposis 's sarcoma?",yes
image2193,Where is this?,skin
image2193,"Does there show skin, kaposis 's sarcoma?",no
image2194,Does supernumerary digits show panniculitis and fascitis?,no
image2194,Does this image show panniculitis and fascitis?,yes
image2194,What does this image show?,panniculitis and fascitis
image2194,Where is this?,skin
image2195,"Does spleen show meningococcemia, petechia?",no
image2195,What does this image show?,meningococcemia
image2195,Where is this?,skin
image2195,"Does this image show meningococcemia, petechia?",yes
image2196,What does this image show?,meningococcemia
image2196,"Does this image show meningococcemia, petechia?",yes
image2196,Where is this?,skin
image2196,"Does excellent vertebral body primary show meningococcemia, petechia?",no
image2197,Where is this?,skin
image2197,Does previous slide from this case show squamous cell carcinoma of the lip?,no
image2197,What does this image show?,squamous cell carcinoma of the lip
image2197,Does this image show squamous cell carcinoma of the lip?,yes
image2198,Where is this?,skin
image2198,Does newborn cord around neck show cryptococcal dematitis?,no
image2198,Does this image show cryptococcal dematitis?,yes
image2198,What does this image show?,cryptococcal dematitis
image2199,Where is this?,skin
image2199,What is present?,petechiae
image2199,What does this image show?,close-up of petechial hemorrhage case of acute myelogenous leukemia 19yo
image2200,"Why does this image show skin ulceration and necrosis, disseminated intravascular coagulation?",due to acetaminophen toxicity
image2200,What does this image show?,skin ulceration and necrosis
image2200,"Does this image show skin ulceration and necrosis, disseminated intravascular coagulation due to acetaminophen toxicity?",yes
image2200,"Does right leaf of diaphragm show skin ulceration and necrosis, disseminated intravascular coagulation due to acetaminophen toxicity?",no
image2200,Where is this?,skin
image2201,Where is this?,skin
image2201,What is present?,palpable purpura
