image,question,answer
image3395,"Does this image show esophagus, mallory-weiss tears?",yes
image3395,What does this image show?,esophagus
image3396,"Does autopsy show colon, chronic ulcerative colitis, pseudopolyps?",no
image3396,Is this good yellow color slide present?,no
image3396,Where does this belong to?,gastrointestinal system
image3396,What is present ?,gastrointestinal
image3396,"Does this image show colon, chronic ulcerative colitis, pseudopolyps?",yes
image3396,What does this image show?,colon
image3396,What is present?,gastrointestinal
image3396,Is gastrointestinal present?,yes
image3397,Is gastrointestinal present?,yes
image3397,What does this image show?,stomach and esophagus
image3397,Is close-up excellent example of interosseous muscle atrophy present?,no
image3397,Where does this belong to?,gastrointestinal system
image3397,What is present?,gastrointestinal
image3397,"Does this image show stomach and esophagus, ulcers?",yes
image3397,"Does this image shows of smooth muscle cell with lipid in sarcoplasm and lipid show stomach and esophagus, ulcers?",no
image3397,What is present ?,gastrointestinal
image3398,Is umbilical cord present?,no
image3398,Where does this belong to?,gastrointestinal system
image3398,What is present ?,gastrointestinal
image3398,What does this image show?,sigmoid colon
image3398,"Does lesion in dome of uterus show sigmoid colon, diverticulosis and polyp?",no
image3398,What is present?,gastrointestinal
image3398,Is gastrointestinal present?,yes
image3398,"Does this image show sigmoid colon, diverticulosis and polyp?",yes
image3399,What is present ?,gastrointestinal
image3399,Where does this belong to?,gastrointestinal system
image3399,What is present?,gastrointestinal
image3399,"Does chromophobe adenoma show intestine, leiomyoma?",no
image3399,"Does this image show intestine, leiomyoma?",yes
image3399,What does this image show?,intestine
image3399,Is gastrointestinal present?,yes
image3399,Is normal ovary present?,no
image3400,Does atherosclerosis show esophageal varices due to alcoholic cirrhosis?,no
image3400,Why does this image show esophageal varices?,due to alcoholic cirrhosis
image3400,What does this image show?,esophageal varices due to alcoholic cirrhosis
image3400,Does this image show esophageal varices due to alcoholic cirrhosis?,yes
image3400,What is present?,gastrointestinal
image3400,Is gastrointestinal present?,yes
image3400,Is quite good liver present?,no
image3400,What is present ?,gastrointestinal
image3400,Where does this belong to?,gastrointestinal system
image3401,"Does this image show stomach, giant rugose hypertrophy?",yes
image3401,What does this image show?,stomach
image3401,Where does this belong to?,gastrointestinal system
image3401,Is spina bifida present?,no
image3401,Is gastrointestinal present?,yes
image3401,What is present?,gastrointestinal
image3401,"Does malignant adenoma show stomach, giant rugose hypertrophy?",no
image3401,What is present ?,gastrointestinal
image3402,Is embryo-fetus present?,yes
image3402,What is embryo-fetus?,fetus present
image3402,What is present?,embryo-fetus
image3402,"Does this image show pharyngeal pouch remnant, incidental finding in an adult?",yes
image3402,What is embryo-fetus ?,fetus present
image3402,What is present ?,embryo-fetus
image3402,What does this image show?,pharyngeal pouch remnant
image3403,Is liver present?,yes
image3403,Is infarcts present?,no
image3403,Is hepatobiliary present?,yes
image3403,What is present?,liver
image3403,"Does artery show hepatitis b virus, hepatocellular carcinoma?",no
image3403,Is fracture present?,no
image3403,What is present?,hepatobiliary
image3403,"Does this image show hepatitis b virus, hepatocellular carcinoma?",yes
image3403,What does this image show?,hepatitis b virus
image3404,What does this image show?,hepatitis b virus
image3404,"Does this image show hepatitis b virus, hepatocellular carcinoma?",yes
image3404,"Does villous adenoma show hepatitis b virus, hepatocellular carcinoma?",no
image3404,What is present?,hepatobiliary
image3404,Is hepatobiliary present?,yes
image3404,What is present?,liver
image3404,Is metastatic neuroblastoma present?,no
image3404,Is metastatic malignant melanoma present?,no
image3404,Is liver present?,yes
image3405,What is present?,liver
image3405,Is metastatic carcinoma oat cell present?,no
image3405,Is liver present?,yes
image3405,Is villous adenoma present?,no
image3405,Is hepatobiliary present?,yes
image3405,What is present?,hepatobiliary
image3405,"Does splenomegaly with cirrhosis show hepatitis b virus, hepatocellular carcinoma?",no
image3405,What does this image show?,hepatitis b virus
image3405,"Does this image show hepatitis b virus, hepatocellular carcinoma?",yes
image3406,Is hepatobiliary present?,yes
image3406,Is liver present?,yes
image3406,What is present?,liver
image3406,Is cachexia present?,no
image3406,Is traumatic rupture present?,no
image3406,What is present?,hepatobiliary
image3406,What does this image show?,hepatitis b virus
image3406,"Does this image show hepatitis b virus, hbv surface antigen immunohistochemistry?",yes
image3406,"Does single metastatic appearing lesion show hepatitis b virus, hbv surface antigen immunohistochemistry?",no
image3407,What is present?,liver
image3407,Is malignant lymphoma present?,no
image3407,Is mucoepidermoid carcinoma present?,no
image3407,What is present?,hepatobiliary
image3407,"Does band constriction in skin above ankle of infant show hepatitis b virus, hbve antigen immunohistochemistry?",no
image3407,"Does this image show hepatitis b virus, hbve antigen immunohistochemistry?",yes
image3407,What does this image show?,hepatitis b virus
image3407,Is liver present?,yes
image3407,Is hepatobiliary present?,yes
image3408,"Does this image show lymph node, lymphoma?",yes
image3408,What does this image show?,lymph node
image3409,What does this image show?,lymph node
image3409,"Does this image show lymph node, cryptococcosis?",yes
image3410,"Does this image show lymph node, cryptococcosis gms?",yes
image3410,What does this image show?,lymph node
image3411,"Does this image show lymph node, lymphoma?",yes
image3411,What does this image show?,lymph node
image3412,What does this image show?,lymph node
image3412,"Does this image show lymph node, cryptococcosis?",yes
image3413,"Does this image show lymph nodes, nodular sclerosing hodgkins disease?",yes
image3413,"Does side show lymph nodes, nodular sclerosing hodgkins disease?",no
image3413,What does this image show?,lymph nodes
image3414,Is lymph node present?,yes
image3414,Is tuberculosis present?,yes
image3414,What is present?,lymph node
image3414,Does marfans syndrome show typical area of caseous necrosis with nearby early granuloma quite good source unknown?,no
image3414,Is immunostain for growth hormone present?,no
image3414,Is stein leventhal present?,no
image3414,What is present?,tuberculosis
image3414,How does this image show typical area of caseous necrosis?,with nearby early granuloma quite good source unknown 
image3414,What does this image show?,typical area of caseous necrosis with nearby early granuloma quite good source unknown
image3414,Does this image show typical area of caseous necrosis with nearby early granuloma quite good source unknown?,yes
image3415,"Does this image show lymph nodes, nodular sclerosing hodgkins disease?",yes
image3415,What does this image show?,lymph nodes
image3415,"Does pituitectomy show lymph nodes, nodular sclerosing hodgkins disease?",no
image3416,What does this image show?,lymph nodes
image3416,"Does this image show lymph nodes, nodular sclerosing hodgkins disease?",yes
image3416,"Does this typical thecoma with yellow foci show lymph nodes, nodular sclerosing hodgkins disease?",no
image3417,Is metastatic carcinoma present?,yes
image3417,What is present?,metastatic carcinoma
image3417,Is lymph node present?,yes
image3417,What is present?,lymph node
image3417,Does this image show stomach primary?,yes
image3417,What does this image show?,stomach primary
image3418,"Does left ventricle hypertrophy show lymph node, mycobacterium avium-intracellularae?",no
image3418,Do matting history of this case stain?,no
image3418,Do acid stain?,yes
image3418,What stain?,acid
image3418,What does this image show?,lymph node
image3418,"Does this image show lymph node, mycobacterium avium-intracellularae?",yes
image3419,What does this image show?,lymph node
image3419,"Does this image show lymph node, mycobacterium avium-intracellularae?",yes
image3419,"Does capillary show lymph node, mycobacterium avium-intracellularae?",no
image3420,Is stein leventhal present?,no
image3420,Is tuberculosis present?,yes
image3420,What is present?,tuberculosis
image3420,Is this image shows of smooth muscle cell with lipid in sarcoplasm and lipid present?,no
image3420,Is lymph node present?,yes
image3420,What is present?,lymph node
image3421,Does arcus senilis show nice example lymphocyte depleted medullary area?,no
image3421,Is lymph node present?,yes
image3421,Is side showing patency right side present?,no
image3421,What is present?,Di george syndrome
image3421,Is Di george syndrome present?,yes
image3421,Is edema present?,no
image3421,What is present?,lymph node
image3421,Does this image show nice example lymphocyte depleted medullary area?,yes
image3421,What does this image show?,nice example lymphocyte depleted medullary area
