image,question,answer
image3702,Is hepatobiliary present?,yes
image3703,What is present ?,hepatobiliary
image3703,What is present ?,liver
image3703,Is adenoma present?,no
image3703,Is liver present?,yes
image3703,What is present?,liver
image3703,What does this image show?,autoimmune hepatitis
image3703,Does this image show autoimmune hepatitis?,yes
image3703,Does ovary show autoimmune hepatitis?,no
image3703,What is present?,hepatobiliary
image3703,Is hepatobiliary present?,yes
image3703,Is cervical carcinoma present?,no
image3704,What is present ?,liver
image3704,What is present ?,hepatobiliary
image3704,Is immunoblastic reaction characteristic of viral infection present?,no
image3704,Is liver present?,yes
image3704,What is present?,liver
image3704,Is cryptosporidia present?,no
image3704,Does this image show primary sclerosing cholangitis?,yes
image3704,What is present?,hepatobiliary
image3704,Does this protocol show primary sclerosing cholangitis?,no
image3704,What does this image show?,primary sclerosing cholangitis
image3704,Is hepatobiliary present?,yes
image3705,Is peritoneum present?,no
image3705,What is present ?,liver
image3705,What is present ?,hepatobiliary
image3705,Is normal newborn present?,no
image3705,Is liver present?,yes
image3705,What is present?,liver
image3705,What is present?,hepatobiliary
image3705,Is hepatobiliary present?,yes
image3705,Does this image show autoimmune hepatitis?,yes
image3705,Does histiocyte show autoimmune hepatitis?,no
image3705,What does this image show?,autoimmune hepatitis
image3706,Is liver present?,yes
image3706,What is present ?,liver
image3706,What is present ?,hepatobiliary
image3706,Is lymphangiomatosis generalized present?,no
image3706,What is present?,liver
image3706,Is very good example present?,no
image3706,What does this image show?,autoimmune hepatitis
image3706,Is hepatobiliary present?,yes
image3706,What is present?,hepatobiliary
image3706,Does exposure show autoimmune hepatitis?,no
image3706,Does this image show autoimmune hepatitis?,yes
image3707,What is present ?,hepatobiliary
image3707,What is present ?,liver
image3707,What does this image show?,autoimmune hepatitis
image3707,Does this image show autoimmune hepatitis?,yes
image3707,What is present?,hepatobiliary
image3707,Is hepatobiliary present?,yes
image3707,Is foot present?,no
image3707,What is present?,liver
image3707,Is liver present?,yes
image3707,Is umbilical cord present?,no
image3707,Does this myoma show autoimmune hepatitis?,no
image3708,What is present?,hepatobiliary
image3708,What does this image show?,hepatitis c virus
image3708,Does this image show hepatitis c virus?,yes
image3708,Does adenoma sebaceum show hepatitis c virus?,no
image3708,Is hepatobiliary present?,yes
image3708,Is close-up tumor present?,no
image3708,What is present?,liver
image3708,Is liver present?,yes
image3708,What is present ?,hepatobiliary
image3708,What is present ?,liver
image3708,Is malignant histiocytosis present?,no
image3709,What is present ?,liver
image3709,What is present ?,hepatobiliary
image3709,Is hemorrhage associated with placental abruption present?,no
image3709,Is liver present?,yes
image3709,What is present?,liver
image3709,Is pituitary present?,no
image3709,Is hepatobiliary present?,yes
image3709,What is present?,hepatobiliary
image3709,Does clostridial postmortem growth show primary sclerosing cholangitis?,no
image3709,Does this image show primary sclerosing cholangitis?,yes
image3709,What does this image show?,primary sclerosing cholangitis
image3710,Does bilobed show resolving acute rejection?,no
image3710,Is coronary artery present?,no
image3710,What is present?,liver
image3710,Is liver present?,yes
image3710,Is cat present?,no
image3710,Does this image show resolving acute rejection?,yes
image3710,Is hepatobiliary present?,yes
image3710,What is present?,hepatobiliary
image3710,What does this image show?,resolving acute rejection
image3711,Is plasma cell present?,no
image3711,Is liver present?,yes
image3711,What is present?,liver
image3711,What is present ?,liver
image3711,Is hepatobiliary present?,yes
image3711,What is present?,hepatobiliary
image3711,Does this good yellow color slide show primary biliary cirrhosis?,no
image3711,Does this image show primary biliary cirrhosis?,yes
image3711,What does this image show?,primary biliary cirrhosis
image3711,What is present ?,hepatobiliary
image3711,Is acute peritonitis present?,no
image3712,Is focal hemorrhagic infarction well shown present?,no
image3712,Is liver present?,yes
image3712,What is present?,liver
image3712,Is exposure present?,no
image3712,What is present?,hepatobiliary
image3712,What does this image show?,severe acute rejection
image3712,Does this image show severe acute rejection?,yes
image3712,Does lymphangiomatosis generalized show severe acute rejection?,no
image3712,Is hepatobiliary present?,yes
image3713,Is liver present?,yes
image3713,What is present?,liver
image3713,Is fetus developing very early present?,no
image3713,Is hepatobiliary present?,yes
image3713,Does sickle cell disease show primary biliary cirrhosis?,no
image3713,Does this image show primary biliary cirrhosis?,yes
image3713,What is present?,hepatobiliary
image3713,Is angiogram present?,no
image3713,What is present ?,hepatobiliary
image3713,What is present ?,liver
image3713,What does this image show?,primary biliary cirrhosis
image3714,What is present ?,liver
image3714,What is present ?,hepatobiliary
image3714,Is postoperative cardiac surgery present?,no
image3714,Does this image show primary biliary cirrhosis?,yes
image3714,Is polyarteritis nodosa present?,no
image3714,Does appendix show primary biliary cirrhosis?,no
image3714,What is present?,hepatobiliary
image3714,Is liver present?,yes
image3714,Is hepatobiliary present?,yes
image3714,What does this image show?,primary biliary cirrhosis
image3714,What is present?,liver
image3715,Is hepatobiliary present?,yes
image3715,What does this image show?,primary biliary cirrhosis
image3715,Does this image show primary biliary cirrhosis?,yes
image3715,Does stein leventhal show primary biliary cirrhosis?,no
image3715,What is present?,hepatobiliary
image3715,Is chronic ischemia present?,no
image3715,What is present ?,liver
image3715,What is present ?,hepatobiliary
image3715,Is hemorrhage associated with placental abruption present?,no
image3715,Is liver present?,yes
image3715,What is present?,liver
image3716,Is hepatobiliary present?,yes
image3716,What is present?,hepatobiliary
image3716,Is leiomyomas present?,no
image3716,Does this image show mild-to-moderate acute rejection?,yes
image3716,Is metastatic carcinoma lung present?,no
image3716,Is liver present?,yes
image3716,Does child show mild-to-moderate acute rejection?,no
image3716,What is present?,liver
image3717,Where is this?,skin
image3717,Is necrotic and ulcerated centers present?,no
image3717,Is petechial and purpuric hemorrhages present?,yes
image3717,What is present?,petechial and purpuric hemorrhages
image3717,Does gross show white skin close-up view quite good?,no
image3717,Does this image show white skin close-up view quite good?,yes
image3717,What does this image show?,white skin close-up view quite good
image3718,Does this image show portion of body with extensive skin desquamation same as in 907?,yes
image3718,Does yellow color show portion of body with extensive skin desquamation same as in 907?,no
image3718,Where is this?,skin
image3718,What does this image show?,portion of body with extensive skin desquamation same as in 907
image3719,What does this image show?,close-up photo quite good
image3719,Does this image show close-up photo quite good?,yes
image3719,Does spina bifida show close-up photo quite good?,no
image3719,What is present?,petechiae
image3719,Is petechiae present?,yes
image3719,Is glomerulosa present?,no
image3719,Where is this?,skin
image3720,"Does this image show skin, neurofibromatosis?",yes
image3720,"Does larynx show skin, neurofibromatosis?",no
image3720,Where is this?,skin
image3720,What does this image show?,skin
image3721,Is petechiae present?,yes
image3721,What does this image show?,close-up photo very good
image3721,Does this image show close-up photo very good?,yes
image3721,Does amebiasis show close-up photo very good?,no
image3721,What is present?,petechiae
image3721,Is antitrypsin present?,no
image3721,Where is this?,skin
image3722,Where is this?,skin
image3722,How does thigh at autopsy ecchymose?,with necrotizing centers 
image3722,What ecchymoses with necrotizing centers?,thigh at autopsy
image3722,What does this image show?,thigh at autopsy ecchymoses with necrotizing centers
image3723,Does view of thighs and legs at autopsy ecchymose with central necrosis?,yes
image3723,Does hearts ecchymose with central necrosis?,no
image3723,What does this image show?,view of thighs and legs at autopsy ecchymoses with central necrosis and ulceration looks like pyoderma gangrenosum
image3723,What looks like pyoderma gangrenosum?,ulceration
image3723,What does ulceration look?,like pyoderma gangrenosum
image3723,Where is this?,skin
image3723,What ecchymoses with central necrosis?,view of thighs and legs at autopsy
image3723,How does view of thighs and legs at autopsy ecchymose?,with central necrosis 
image3724,Where is this?,skin
image3724,"Does lesion of myocytolysis show skin, kaposis 's sarcoma?",no
